Unique ID,Human Label,Confused,Concentrating,Bored,Frustrated
2301,Concentrating,0.002,0.998,0.001,0.001
2302,Concentrating,0.001,0.998,0.001,0.001
2303,Concentrating,0.129,0.808,0.117,0.088
2304,Concentrating,0.1,0.646,0.316,0.093
2305,Concentrating,0.054,0.959,0.009,0.028
2306,Concentrating,0.068,0.947,0.014,0.032
2307,Concentrating,0.036,0.655,0.374,0.025
2308,Concentrating,0.173,0.788,0.142,0.057
2309,Concentrating,0.004,0.986,0.012,0.003
2310,Bored,0.42,0.313,0.501,0.209
2311,Concentrating,0.011,0.957,0.04,0.01
2312,Concentrating,0.061,0.926,0.033,0.045
2313,Concentrating,0.011,0.991,0.003,0.005
2314,Concentrating,0.041,0.937,0.029,0.044
2315,Concentrating,0.059,0.918,0.052,0.032
2316,Concentrating,0.033,0.956,0.028,0.017
2317,Concentrating,0.01,0.986,0.007,0.007
2318,Concentrating,0.2,0.318,0.646,0.115
2319,Bored,0.297,0.513,0.369,0.126
2320,Concentrating,0.378,0.277,0.534,0.251
2321,Concentrating,0.008,0.979,0.018,0.006
2322,Confused,0.196,0.709,0.175,0.136
2323,Concentrating,0.013,0.921,0.081,0.01
2324,Bored,0.038,0.636,0.394,0.027
2325,Concentrating,0.067,0.838,0.133,0.047
2326,Concentrating,0.093,0.918,0.02,0.06
2327,Concentrating,0.085,0.756,0.214,0.059
2328,Bored,0.322,0.152,0.715,0.233
2329,Bored,0.051,0.345,0.732,0.024
2330,Concentrating,0.125,0.569,0.414,0.063
2331,Concentrating,0.021,0.933,0.061,0.014
2332,Concentrating,0.031,0.969,0.012,0.018
2333,Bored,0.03,0.72,0.302,0.022
2334,Concentrating,0.009,0.988,0.006,0.006
2335,Concentrating,0.04,0.566,0.479,0.021
2336,Concentrating,0.02,0.984,0.003,0.013
2337,Bored,0.164,0.244,0.761,0.092
2338,Bored,0.106,0.849,0.097,0.059
2339,Bored,0.15,0.457,0.505,0.111
2340,Concentrating,0.025,0.958,0.033,0.01
2341,Bored,0.09,0.408,0.627,0.049
2342,Concentrating,0.045,0.752,0.258,0.022
2343,Concentrating,0.02,0.936,0.061,0.01
2344,Concentrating,0.02,0.982,0.003,0.015
2345,Concentrating,0.173,0.582,0.346,0.115
2346,Concentrating,0.133,0.835,0.102,0.057
2347,Confused,0.305,0.705,0.12,0.16
2348,Concentrating,0.012,0.989,0.004,0.007
2349,Concentrating,0.036,0.96,0.016,0.026
2350,Confused,0.612,0.332,0.169,0.578
2351,Concentrating,0.018,0.963,0.028,0.012
2352,Concentrating,0.001,0.999,0.001,0.0
2353,Concentrating,0.01,0.987,0.007,0.006
2354,Concentrating,0.031,0.935,0.051,0.021
2355,Concentrating,0.014,0.985,0.007,0.008
2356,Concentrating,0.044,0.958,0.009,0.035
2357,Concentrating,0.012,0.966,0.03,0.007
2358,Concentrating,0.056,0.949,0.015,0.034
2359,Concentrating,0.042,0.963,0.01,0.026
2360,Concentrating,0.018,0.983,0.005,0.011
2361,Concentrating,0.108,0.898,0.041,0.054
2362,Bored,0.303,0.136,0.754,0.213
2363,Bored,0.06,0.776,0.222,0.026
2364,Concentrating,0.006,0.983,0.014,0.005
2365,Bored,0.236,0.649,0.25,0.102
2366,Concentrating,0.185,0.76,0.143,0.098
2367,Concentrating,0.009,0.974,0.023,0.007
2368,Concentrating,0.005,0.991,0.007,0.003
2369,Concentrating,0.033,0.765,0.245,0.028
2370,Concentrating,0.022,0.978,0.01,0.011
2371,Concentrating,0.256,0.29,0.612,0.185
2372,Concentrating,0.15,0.721,0.193,0.116
2373,Concentrating,0.097,0.717,0.248,0.07
2374,Concentrating,0.009,0.983,0.013,0.005
2375,Concentrating,0.013,0.913,0.093,0.006
2376,Concentrating,0.007,0.967,0.033,0.004
2377,Concentrating,0.065,0.937,0.016,0.048
2378,Frustrated,0.188,0.84,0.039,0.112
2379,Concentrating,0.127,0.859,0.053,0.095
2380,Frustrated,0.645,0.479,0.121,0.356
2381,Concentrating,0.023,0.906,0.089,0.019
2382,Concentrating,0.059,0.793,0.2,0.03
2383,Concentrating,0.012,0.985,0.008,0.008
2384,Bored,0.091,0.635,0.356,0.055
2385,Concentrating,0.11,0.89,0.04,0.07
2386,Concentrating,0.008,0.973,0.024,0.006
2387,Concentrating,0.012,0.989,0.004,0.006
2388,Concentrating,0.005,0.994,0.004,0.003
2389,Bored,0.103,0.646,0.332,0.065
2390,Concentrating,0.012,0.987,0.006,0.006
2391,Concentrating,0.047,0.957,0.018,0.02
2392,Concentrating,0.001,0.998,0.001,0.001
2393,Concentrating,0.044,0.874,0.114,0.024
2394,Confused,0.46,0.452,0.327,0.198
2395,Concentrating,0.014,0.934,0.064,0.011
2396,Concentrating,0.051,0.837,0.144,0.042
2397,Concentrating,0.075,0.838,0.142,0.027
2398,Concentrating,0.11,0.894,0.027,0.082
2399,Bored,0.07,0.753,0.235,0.041
2400,Concentrating,0.006,0.942,0.064,0.003
2401,Concentrating,0.056,0.959,0.011,0.022
2402,Concentrating,0.079,0.916,0.034,0.05
2403,Concentrating,0.002,0.996,0.004,0.001
2404,Concentrating,0.017,0.934,0.064,0.01
2405,Concentrating,0.003,0.997,0.001,0.002
2406,Concentrating,0.012,0.988,0.005,0.006
2407,Concentrating,0.015,0.909,0.094,0.011
2408,Concentrating,0.061,0.901,0.057,0.054
2409,Concentrating,0.036,0.924,0.055,0.031
2410,Bored,0.032,0.946,0.035,0.024
2411,Concentrating,0.173,0.31,0.639,0.158
2412,Concentrating,0.015,0.948,0.05,0.008
2413,Concentrating,0.026,0.857,0.143,0.023
2414,Concentrating,0.007,0.982,0.016,0.005
2415,Bored,0.244,0.325,0.605,0.137
2416,Frustrated,0.102,0.858,0.081,0.069
2417,Bored,0.572,0.38,0.274,0.345
2418,Frustrated,0.747,0.067,0.428,0.572
2419,Bored,0.044,0.901,0.079,0.029
2420,Concentrating,0.218,0.66,0.223,0.137
2421,Concentrating,0.026,0.829,0.174,0.026
2422,Concentrating,0.064,0.917,0.04,0.048
2423,Concentrating,0.021,0.976,0.011,0.013
2424,Bored,0.474,0.383,0.398,0.207
2425,Bored,0.175,0.495,0.433,0.14
2426,Concentrating,0.01,0.993,0.002,0.004
2427,Concentrating,0.03,0.885,0.11,0.019
2428,Frustrated,0.39,0.168,0.528,0.46
2429,Confused,0.018,0.982,0.007,0.01
2430,Concentrating,0.382,0.609,0.172,0.204
2431,Frustrated,0.196,0.509,0.419,0.121
2432,Concentrating,0.004,0.991,0.008,0.002
2433,Bored,0.24,0.524,0.361,0.157
2434,Bored,0.062,0.501,0.54,0.03
2435,Concentrating,0.007,0.973,0.025,0.005
2436,Concentrating,0.101,0.82,0.144,0.04
2437,Concentrating,0.005,0.987,0.011,0.004
2438,Concentrating,0.003,0.997,0.002,0.001
2439,Concentrating,0.004,0.994,0.003,0.003
2440,Concentrating,0.003,0.995,0.004,0.002
2441,Concentrating,0.002,0.998,0.001,0.001
2442,Concentrating,0.006,0.995,0.002,0.003
2443,Concentrating,0.008,0.987,0.009,0.004
2444,Concentrating,0.011,0.986,0.007,0.007
2445,Concentrating,0.492,0.446,0.225,0.353
2446,Concentrating,0.003,0.995,0.003,0.003
2447,Concentrating,0.052,0.851,0.131,0.036
2448,Concentrating,0.045,0.96,0.017,0.018
2449,Concentrating,0.036,0.872,0.119,0.027
2450,Concentrating,0.072,0.896,0.055,0.059
2451,Concentrating,0.005,0.994,0.003,0.003
2452,Concentrating,0.003,0.996,0.003,0.002
2453,Concentrating,0.177,0.825,0.045,0.14
2454,Concentrating,0.219,0.319,0.627,0.129
2455,Concentrating,0.185,0.406,0.557,0.1
2456,Concentrating,0.043,0.828,0.168,0.024
2457,Concentrating,0.032,0.965,0.011,0.027
2458,Concentrating,0.017,0.95,0.042,0.015
2459,Concentrating,0.063,0.895,0.076,0.033
2460,Concentrating,0.01,0.965,0.033,0.006
2461,Concentrating,0.009,0.986,0.01,0.003
2462,Concentrating,0.013,0.97,0.027,0.003
2463,Concentrating,0.009,0.955,0.047,0.004
2464,Concentrating,0.039,0.632,0.393,0.036
2465,Concentrating,0.082,0.893,0.029,0.1
2466,Concentrating,0.247,0.551,0.333,0.147
2467,Bored,0.588,0.064,0.624,0.368
2468,Concentrating,0.007,0.983,0.013,0.006
2469,Concentrating,0.225,0.761,0.076,0.177
2470,Concentrating,0.055,0.887,0.09,0.031
2471,Concentrating,0.075,0.552,0.454,0.064
2472,Concentrating,0.105,0.693,0.286,0.048
2473,Bored,0.144,0.548,0.418,0.083
2474,Concentrating,0.015,0.953,0.042,0.011
2475,Bored,0.104,0.844,0.114,0.04
2476,Concentrating,0.049,0.928,0.051,0.02
2477,Concentrating,0.133,0.865,0.043,0.095
2478,Concentrating,0.112,0.898,0.042,0.05
2479,Concentrating,0.003,0.987,0.013,0.002
2480,Concentrating,0.052,0.858,0.122,0.037
2481,Concentrating,0.031,0.649,0.386,0.021
2482,Concentrating,0.044,0.886,0.102,0.022
2483,Concentrating,0.016,0.954,0.039,0.014
2484,Concentrating,0.043,0.958,0.013,0.031
2485,Concentrating,0.038,0.963,0.014,0.022
2486,Frustrated,0.036,0.915,0.069,0.025
2487,Concentrating,0.038,0.816,0.176,0.039
2488,Concentrating,0.002,0.997,0.002,0.001
2489,Bored,0.037,0.66,0.367,0.026
2490,Bored,0.245,0.415,0.477,0.171
2491,Concentrating,0.005,0.979,0.02,0.004
2492,Confused,0.286,0.345,0.579,0.113
2493,Concentrating,0.154,0.798,0.1,0.118
2494,Bored,0.036,0.692,0.331,0.025
2495,Concentrating,0.064,0.904,0.065,0.033
2496,Bored,0.047,0.958,0.011,0.029
2497,Bored,0.059,0.955,0.01,0.029
2498,Concentrating,0.032,0.945,0.043,0.014
2499,Concentrating,0.356,0.552,0.24,0.221
2500,Concentrating,0.037,0.968,0.01,0.019
2501,Concentrating,0.032,0.974,0.005,0.019
2502,Concentrating,0.051,0.946,0.018,0.039
2503,Concentrating,0.066,0.628,0.383,0.043
2504,Bored,0.042,0.568,0.475,0.022
2505,Concentrating,0.027,0.969,0.018,0.012
2506,Concentrating,0.005,0.995,0.002,0.003
2507,Concentrating,0.017,0.98,0.01,0.01
2508,Concentrating,0.024,0.938,0.052,0.017
2509,Concentrating,0.088,0.922,0.031,0.039
2510,Concentrating,0.161,0.77,0.139,0.102
2511,Concentrating,0.068,0.913,0.036,0.061
2512,Confused,0.511,0.397,0.334,0.257
2513,Frustrated,0.656,0.109,0.15,1.0
2514,Concentrating,0.003,0.989,0.011,0.002
2515,Concentrating,0.129,0.712,0.229,0.089
2516,Confused,0.479,0.517,0.187,0.289
2517,Confused,0.123,0.864,0.047,0.1
2518,Concentrating,0.07,0.677,0.319,0.05
2519,Concentrating,0.036,0.84,0.157,0.026
2520,Bored,0.033,0.668,0.358,0.03
2521,Concentrating,0.015,0.955,0.041,0.009
2522,Concentrating,0.002,0.996,0.002,0.002
2523,Confused,0.262,0.671,0.192,0.136
2524,Concentrating,0.126,0.524,0.468,0.061
2525,Concentrating,0.045,0.939,0.028,0.039
2526,Concentrating,0.043,0.855,0.136,0.027
2527,Bored,0.154,0.451,0.528,0.082
2528,Concentrating,0.026,0.815,0.19,0.026
2529,Concentrating,0.014,0.961,0.036,0.007
2530,Concentrating,0.213,0.487,0.419,0.151
2531,Concentrating,0.11,0.867,0.06,0.08
2532,Concentrating,0.245,0.765,0.057,0.187
2533,Bored,0.163,0.209,0.778,0.131
2534,Concentrating,0.002,0.997,0.003,0.001
2535,Concentrating,0.011,0.93,0.073,0.007
2536,Concentrating,0.009,0.982,0.015,0.004
2537,Concentrating,0.027,0.679,0.354,0.018
2538,Bored,0.004,0.987,0.011,0.003
2539,Concentrating,0.09,0.596,0.406,0.05
2540,Concentrating,0.017,0.927,0.071,0.013
2541,Concentrating,0.002,0.99,0.01,0.001
2542,Concentrating,0.007,0.976,0.022,0.005
2543,Concentrating,0.044,0.822,0.168,0.036
2544,Concentrating,0.091,0.432,0.6,0.046
2545,Concentrating,0.025,0.975,0.009,0.016
2546,Concentrating,0.051,0.934,0.037,0.032
2547,Concentrating,0.067,0.502,0.523,0.054
2548,Concentrating,0.047,0.683,0.333,0.03
2549,Concentrating,0.007,0.977,0.021,0.006
2550,Concentrating,0.109,0.868,0.08,0.046
2551,Concentrating,0.017,0.972,0.019,0.01
2552,Concentrating,0.023,0.974,0.014,0.011
2553,Concentrating,0.001,0.998,0.002,0.001
2554,Bored,0.031,0.617,0.421,0.024
2555,Concentrating,0.011,0.978,0.017,0.006
2556,Concentrating,0.103,0.885,0.049,0.07
2557,Frustrated,0.036,0.965,0.006,0.033
2558,Concentrating,0.019,0.976,0.012,0.013
2559,Concentrating,0.241,0.47,0.415,0.17
2560,Concentrating,0.041,0.764,0.248,0.019
2561,Bored,0.064,0.691,0.314,0.034
2562,Concentrating,0.016,0.986,0.005,0.008
2563,Frustrated,0.5,0.286,0.156,0.763
2564,Concentrating,0.007,0.98,0.017,0.005
2565,Concentrating,0.008,0.992,0.002,0.007
2566,Concentrating,0.012,0.98,0.013,0.008
2567,Confused,0.03,0.938,0.05,0.017
2568,Concentrating,0.047,0.952,0.012,0.038
2569,Concentrating,0.107,0.89,0.033,0.082
2570,Concentrating,0.011,0.98,0.013,0.01
2571,Concentrating,0.002,0.997,0.002,0.001
2572,Concentrating,0.016,0.928,0.072,0.009
2573,Bored,0.381,0.422,0.43,0.142
2574,Concentrating,0.161,0.841,0.078,0.067
2575,Concentrating,0.113,0.869,0.067,0.065
2576,Concentrating,0.003,0.997,0.001,0.002
2577,Concentrating,0.003,0.997,0.001,0.002
2578,Concentrating,0.015,0.968,0.027,0.008
2579,Concentrating,0.002,0.996,0.003,0.001
2580,Bored,0.206,0.313,0.65,0.112
2581,Concentrating,0.023,0.913,0.084,0.015
2582,Concentrating,0.083,0.663,0.34,0.032
2583,Concentrating,0.009,0.984,0.01,0.008
2584,Concentrating,0.002,0.997,0.002,0.001
2585,Concentrating,0.051,0.941,0.032,0.026
2586,Concentrating,0.005,0.98,0.019,0.003
2587,Concentrating,0.04,0.964,0.012,0.023
2588,Bored,0.16,0.045,0.986,0.108
2589,Concentrating,0.006,0.991,0.005,0.005
2590,Concentrating,0.045,0.947,0.033,0.016
2591,Concentrating,0.085,0.763,0.209,0.055
2592,Concentrating,0.066,0.888,0.074,0.048
2593,Concentrating,0.136,0.845,0.074,0.082
2594,Concentrating,0.004,0.996,0.001,0.002
2595,Concentrating,0.215,0.611,0.301,0.105
2596,Concentrating,0.227,0.289,0.633,0.17
2597,Concentrating,0.009,0.985,0.01,0.007
2598,Concentrating,0.032,0.971,0.009,0.019
2599,Concentrating,0.056,0.808,0.168,0.055
2600,Concentrating,0.057,0.929,0.043,0.027
2601,Concentrating,0.044,0.954,0.024,0.019
2602,Bored,0.246,0.673,0.178,0.164
2603,Bored,0.019,0.938,0.055,0.017
2604,Confused,0.505,0.427,0.282,0.287
2605,Concentrating,0.002,0.995,0.005,0.001
2606,Concentrating,0.054,0.922,0.042,0.043
2607,Concentrating,0.006,0.987,0.011,0.003
2608,Concentrating,0.013,0.989,0.003,0.007
2609,Concentrating,0.065,0.858,0.104,0.056
2610,Concentrating,0.076,0.732,0.258,0.039
2611,Concentrating,0.109,0.845,0.1,0.059
2612,Concentrating,0.077,0.921,0.019,0.065
2613,Concentrating,0.03,0.959,0.025,0.017
2614,Concentrating,0.361,0.629,0.162,0.198
2615,Concentrating,0.006,0.986,0.011,0.005
2616,Bored,0.433,0.453,0.326,0.218
2617,Concentrating,0.028,0.963,0.021,0.016
2618,Concentrating,0.005,0.957,0.047,0.002
2619,Concentrating,0.012,0.983,0.009,0.01
2620,Bored,0.022,0.834,0.176,0.016
2621,Concentrating,0.075,0.924,0.02,0.06
2622,Concentrating,0.108,0.823,0.119,0.069
2623,Bored,0.04,0.413,0.655,0.028
2624,Concentrating,0.004,0.989,0.009,0.003
2625,Concentrating,0.02,0.962,0.025,0.019
2626,Concentrating,0.003,0.995,0.003,0.002
2627,Concentrating,0.191,0.768,0.135,0.091
2628,Frustrated,0.074,0.881,0.083,0.041
2629,Frustrated,0.203,0.731,0.138,0.15
2630,Concentrating,0.382,0.631,0.098,0.281
2631,Concentrating,0.092,0.9,0.037,0.067
2632,Concentrating,0.124,0.659,0.294,0.089
2633,Frustrated,0.083,0.924,0.013,0.066
